0    0.018902301788330078 0.52957725524902344  -7.8640828132629395         1.3133382797241211 -3.3967428207397461 4.5287466049194336 0.60898733139038086 -1.5394747257232666 0.52884817123413086 -3.4794895648956299 -1.5246591567993164 
1    0.030036062002182007 0.3484652042388916  -2.6950483322143555         1.5311007499694824 0.59729814529418945 2.4056596755981445 0.60405921936035156 2.4187831878662109 0.56744575500488281 0.54648971557617188 2.4592790603637695 
2    0.028449773788452148 0.35242289304733276  -2.6967172622680664         1.5311007499694824 0.59729814529418945 2.4056596755981445 0.59943866729736328 2.4187831878662109 0.56744575500488281 0.54648971557617188 2.4592790603637695 
3    0.033761650323867798 0.4161226749420166  -5.1575512886047363         -0.33385181427001953 0.28068017959594727 -3.5173521041870117 -1.4704203605651855 0.71750593185424805 -3.6879611015319824 0.62366962432861328 -1.4399182796478271 
4    0.034858644008636475 0.52631187438964844  -4.5037188529968262         1.6912598609924316 -1.8040890693664551 -1.2853121757507324 2.3413124084472656 0.57028293609619141 -1.5671694278717041 0.35465621948242188 0.62678909301757812 
5    0.028071731328964233 0.53883492946624756  -6.6199345588684082         1.6034975051879883 4.2278470993041992 -1.3678250312805176 2.5893664360046387 0.50129318237304688 0.41562747955322266 -1.4790678024291992 4.2921438217163086 
6    0.032356888055801392 0.57318025827407837  -5.7692503929138184         -0.76838588714599609 2.7806367874145508 -1.5791728496551514 -1.3533365726470947 -3.5285072326660156 -1.5969533920288086 -3.519157886505127 -1.5015873908996582 
7    0.044804185628890991 0.40714317560195923  -6.0875558853149414         1.6995487213134766 -1.6313128471374512 0.35832834243774414 0.56641340255737305 2.5547070503234863 -1.2373886108398438 4.1335611343383789 -1.42828369140625 
8    0.037398487329483032 0.43879437446594238  -6.5198383331298828         -0.40994882583618164 0.47906875610351562 -3.8112697601318359 2.7628474235534668 -1.4699938297271729 -1.5458345413208008 2.6985783576965332 0.40671777725219727 
9    0.044526576995849609 0.50337433815002441  -6.4298439025878906         3.5058221817016602 0.41776657104492188 0.48537063598632812 -1.1603903770446777 2.2339572906494141 0.72455310821533203 -3.8379116058349609 0.49196004867553711 
10    0.044158816337585449 0.53632909059524536  -5.1195254325866699         1.4903807640075684 4.6064510345458984 0.022049427032470703 0.87573766708374023 0.57330131530761719 0.4179234504699707 0.51264476776123047 -1.529909610748291 
11    0.038077592849731445 0.56111818552017212  -4.1009716987609863         -0.53780508041381836 -1.3997178077697754 0.30999183654785156 0.31865787506103516 -1.2731695175170898 -1.3676447868347168 2.5247836112976074 -1.5600886344909668 
12    0.035637557506561279 0.59668576717376709  -2.7627243995666504         1.5578136444091797 0.28568649291992188 2.5709552764892578 0.61650466918945312 2.3885154724121094 0.32123041152954102 0.8028864860534668 0.3498835563659668 
13    0.049699872732162476 0.4537273645401001  -2.3249969482421875         1.3266935348510742 0.59404850006103516 0.88123750686645508 0.24844884872436523 0.43583869934082031 0.62439250946044922 0.37915992736816406 2.6659679412841797 
14    0.046530455350875854 0.47729188203811646  -5.9932198524475098         -0.34787845611572266 4.2309026718139648 0.5975794792175293 -1.2240431308746338 -1.8761646747589111 0.73489284515380859 -1.6209383010864258 -1.6482014656066895 
15    0.055549979209899902 0.48408952355384827  -6.1311378479003906         -0.64098262786865234 -1.3834977149963379 4.3886241912841797 0.84677267074584961 2.4214038848876953 0.62323331832885742 2.2448825836181641 -1.6540813446044922 
16    0.046462416648864746 0.50869518518447876  -4.7651033401489258         -0.36239290237426758 0.1374669075012207 0.72535037994384766 4.5675840377807617 2.2623705863952637 2.5570545196533203 0.67319774627685547 0.62183475494384766 
17    0.05164104700088501 0.54322999715805054  -2.6224195957183838         1.4072246551513672 2.2810368537902832 1.0246267318725586 2.3550233840942383 2.3308477401733398 2.6276922225952148 0.50013160705566406 0.42729949951171875 
18    0.045623779296875 0.56363785266876221  -4.2136340141296387         1.4586982727050781 2.294456958770752 0.47073459625244141 0.79956722259521484 0.5081629753112793 4.5506391525268555 0.42756795883178711 0.56433868408203125 
19    0.05101504921913147 0.61523884534835815  -4.314847469329834         -0.59270763397216797 2.3740921020507812 -1.3551673889160156 0.71709251403808594 2.3314657211303711 0.57309150695800781 0.19881725311279297 -1.4005837440490723 
20    0.065630704164505005 0.3577837347984314  -7.3420829772949219         -0.55668067932128906 0.52056264877319336 2.7760195732116699 4.2573318481445312 4.8055629730224609 4.4286928176879883 4.3046779632568359 -1.3814702033996582 
21    0.059997320175170898 0.36828368902206421  -2.9074790477752686         1.6307263374328613 0.47600173950195312 2.4675250053405762 2.5577998161315918 2.3275060653686523 2.9037389755249023 2.240898609161377 0.25529336929321289 
22    0.055821090936660767 0.41834443807601929  -3.1887366771697998         1.6158251762390137 0.46753501892089844 2.6408329010009766 0.049352169036865234 0.95107650756835938 0.23427295684814453 2.6364564895629883 2.3388667106628418 
23    0.056829482316970825 0.48061421513557434  -2.4572188854217529         1.6307263374328613 2.3833322525024414 2.3037028312683105 2.7569761276245117 2.3275060653686523 2.9037389755249023 2.240898609161377 0.25529336929321289 
24    0.062351763248443604 0.4994719922542572  -7.1052560806274414         -2.352719783782959 0.16040897369384766 2.7428193092346191 4.6384010314941406 -1.5236451625823975 0.25335073471069336 2.3082308769226074 -1.2877261638641357 
25    0.055570274591445923 0.50126564502716064  -7.3192367553710938         -0.37584257125854492 4.23809814453125 0.91197872161865234 -1.6357922554016113 -3.7144765853881836 0.5503082275390625 2.3605494499206543 -1.4930346012115479 
26    0.065398544073104858 0.51249861717224121  -6.6545100212097168         1.1790313720703125 -0.96013164520263672 -1.5933732986450195 0.2946162223815918 2.6900982856750488 4.3868694305419922 0.51564598083496094 4.3561325073242188 
27    0.060668319463729858 0.53005379438400269  -2.8698081970214844         1.6307263374328613 0.47600173950195312 2.3037028312683105 2.5577998161315918 2.3275060653686523 2.9037389755249023 2.240898609161377 0.25529336929321289 
28    0.061227262020111084 0.55046737194061279  -2.7991611957550049         -0.53187704086303711 0.21641778945922852 0.56482791900634766 -1.2523519992828369 -1.40618896484375 -1.6073062419891357 0.68478202819824219 0.41201210021972656 
29    0.065016001462936401 0.56463199853897095  -3.1405072212219238         3.6520090103149414 4.4888286590576172 2.1787552833557129 4.601318359375 4.2441463470458984 4.8795413970947266 2.301548957824707 4.6113986968994141 
30    0.065253645181655884 0.66052234172821045  -4.2925138473510742         -0.59270763397216797 2.3351621627807617 -1.3551673889160156 0.71709251403808594 2.3314657211303711 0.57309150695800781 0.19881725311279297 -1.4005837440490723 
31    0.066783040761947632 0.26966065168380737  -5.7840814590454102         -2.3470079898834229 0.49144077301025391 -3.4587230682373047 0.47780275344848633 -1.5777971744537354 2.6809444427490234 -1.5664939880371094 0.34293889999389648 
32    0.071365058422088623 0.33073589205741882  -3.5356767177581787         -0.20206546783447266 2.4065155982971191 2.3071126937866211 2.7749748229980469 2.2936334609985352 0.40284633636474609 2.5875420570373535 0.38836097717285156 
33    0.068412542343139648 0.34585639834403992  -7.0531659126281738         3.5983333587646484 0.2611851692199707 -1.0267333984375 0.40999603271484375 2.4051895141601562 -3.5875842571258545 -1.5007960796356201 2.5228123664855957 
34    0.066741794347763062 0.35741442441940308  -5.1043081283569336         1.7129230499267578 0.53902339935302734 2.4251499176025391 2.4774308204650879 2.1503090858459473 0.76807689666748047 -1.5051066875457764 4.4101066589355469 
35    0.070958226919174194 0.4043537974357605  -1.831843376159668         1.7155799865722656 2.2199745178222656 0.86676025390625 2.0852699279785156 2.4802260398864746 2.8085765838623047 2.3027534484863281 2.7062344551086426 
36    0.075137168169021606 0.42348730564117432  -8.1573286056518555         -0.41175651550292969 0.43753814697265625 -3.3519110679626465 -1.6222367286682129 -3.7734146118164062 4.5391826629638672 -3.1501374244689941 0.68420934677124023 
37    0.067114591598510742 0.44617319107055664  -3.3777544498443604         -2.5432684421539307 -1.2795593738555908 -1.4788937568664551 -1.9602484703063965 -0.97675418853759766 -1.8834733963012695 0.68114709854125977 0.46571207046508789 
38    0.073143959045410156 0.49026793241500854  -5.0051870346069336         1.4371376037597656 0.44685840606689453 -3.6380100250244141 -1.1844375133514404 0.41416692733764648 0.5662226676940918 0.86954116821289062 -1.7853217124938965 
39    0.070016771554946899 0.5022052526473999  -3.3995072841644287         1.1385164260864258 0.87885856628417969 2.431056022644043 0.76444625854492188 4.202850341796875 2.7499818801879883 2.4205741882324219 2.4433608055114746 
40    0.072033852338790894 0.51920604705810547  -6.4345240592956543         3.337127685546875 -1.1737933158874512 2.266026496887207 -1.660214900970459 4.7525253295898438 0.27067375183105469 0.92308521270751953 0.49361801147460938 
41    0.074215352535247803 0.52419114112854004  -6.0967926979064941         -0.64098262786865234 -1.3834977149963379 4.3886241912841797 0.84677267074584961 2.4214038848876953 0.62323331832885742 2.1172161102294922 -1.6540813446044922 
42    0.074693024158477783 0.5356135368347168  -4.203155517578125         3.6642560958862305 2.6283955574035645 1.8906164169311523 4.7274093627929688 2.480621337890625 0.51021957397460938 0.55178117752075195 2.4882626533508301 
43    0.066220253705978394 0.54475194215774536  -6.3212084770202637         -0.40994882583618164 0.71906757354736328 -3.8112697601318359 2.3090271949768066 -1.4699938297271729 -1.5458345413208008 2.6985783576965332 0.40671777725219727 
44    0.071449905633926392 0.55607378482818604  -2.4322774410247803         -0.42361783981323242 0.49630355834960938 0.53053426742553711 0.49216032028198242 0.20189189910888672 0.71533918380737305 -1.7803640365600586 0.42068195343017578 
45    0.069369912147521973 0.61946403980255127  -2.8200242519378662         1.1284728050231934 0.88141822814941406 2.3807377815246582 0.77981758117675781 0.20300674438476562 2.6196794509887695 2.4047060012817383 2.487215518951416 
46    0.072805702686309814 0.62737357616424561  -2.8488731384277344         -0.66438961029052734 0.54723024368286133 0.33820390701293945 -1.2644717693328857 -1.3428678512573242 0.50779342651367188 -1.9435210227966309 -1.1988344192504883 
47    0.072779655456542969 0.63175874948501587  -4.5273466110229492         1.3894596099853516 -1.6214194297790527 2.4445171356201172 0.95487833023071289 2.1140022277832031 0.77982139587402344 -1.6819982528686523 0.6504206657409668 
48    0.074296295642852783 0.6582760214805603  -3.9048163890838623         1.2845511436462402 2.728278636932373 0.52717924118041992 0.30107784271240234 2.3930320739746094 0.43221855163574219 0.86157131195068359 -1.5345311164855957 
49    0.074701905250549316 0.66782903671264648  -4.2090969085693359         -0.74744367599487305 0.58833217620849609 -1.2736382484436035 0.12474584579467773 -1.1103663444519043 2.3927984237670898 2.3721799850463867 0.48237133026123047 
50    0.073750406503677368 0.67530441284179688  -4.6211881637573242         1.4702911376953125 -1.5518636703491211 -1.2813794612884521 2.1865262985229492 2.3933830261230469 0.62145757675170898 0.51835823059082031 2.3612308502197266 
51    0.078380763530731201 0.299643874168396  -3.5239934921264648         3.524601936340332 2.4433870315551758 2.8200569152832031 2.3022775650024414 2.6177597045898438 0.376373291015625 4.63385009765625 2.5871872901916504 
52    0.079679548740386963 0.33009111881256104  -6.4092607498168945         -0.53521442413330078 -1.0533666610717773 4.1467533111572266 -1.448063850402832 -3.3725552558898926 -1.763575553894043 -1.3674588203430176 -1.4550065994262695 
53    0.084966570138931274 0.34877580404281616  -2.9517519474029541         1.7435688972473145 2.4004678726196289 0.49255847930908203 2.4290609359741211 2.4146819114685059 0.94011116027832031 0.10022544860839844 0.32959461212158203 
54    0.084531009197235107 0.36242908239364624  -5.7002758979797363         -0.42739009857177734 4.6448850631713867 0.21307373046875 0.87398767471313477 1.9935979843139648 2.718818187713623 0.73723793029785156 -1.5589368343353271 
55    0.083545118570327759 0.37455889582633972  -7.3964171409606934         -4.1173772811889648 -1.805882453918457 2.5619182586669922 -1.7059788703918457 -3.2534959316253662 0.21152114868164062 2.5034279823303223 0.80211734771728516 
56    0.082920193672180176 0.39050799608230591  -2.4971966743469238         -0.76856803894042969 -1.0501530170440674 0.52584743499755859 0.2423100471496582 -1.1722640991210938 0.35615158081054688 -1.6070699691772461 -1.3687369823455811 
57    0.081096559762954712 0.40531876683235168  -5.7811403274536133         -2.1201796531677246 0.220703125 0.47519683837890625 0.52268409729003906 -1.5441548824310303 4.4855194091796875 0.15916824340820312 0.802581787109375 
58    0.07933574914932251 0.42030805349349976  -2.8120923042297363         1.2932720184326172 0.5610661506652832 0.69061374664306641 0.50579929351806641 2.7354722023010254 2.5037059783935547 2.2776503562927246 0.61261558532714844 
59    0.077633023262023926 0.43807125091552734  -2.7982246875762939         1.6421656608581543 0.085847377777099609 0.92071056365966797 2.141425609588623 0.98753976821899414 0.31402301788330078 2.4630045890808105 2.5417656898498535 
60    0.079057276248931885 0.46599477529525757  -4.0856242179870605         -2.5485324859619141 -1.2983112335205078 -1.3096556663513184 -1.9612126350402832 -3.2011640071868896 -1.8760662078857422 0.49783420562744141 0.79457378387451172 
61    0.084792137145996094 0.47456756234169006  -5.3356785774230957         3.1484403610229492 1.0364222526550293 4.3295516967773438 0.72141265869140625 0.47109031677246094 2.3026037216186523 0.39180183410644531 -1.4563250541687012 
