0    0.0050438642501831055 0.42915922403335571  -0         -0.45474910736083984 
1    0.0042579174041748047 0.43488642573356628  -0         -4.4584293365478516 
2    0.0030811131000518799 0.44457772374153137  -0         3.5353555679321289 
3    0.0020700693130493164 0.45454898476600647  -0         -2.4710249900817871 
4    0.0012552738189697266 0.46459230780601501  -0         1.5225601196289062 
5    0.00063851475715637207 0.47473901510238647  -0         3.5160884857177734 
6    0.00022923946380615234 0.48486098647117615  -0         -2.4903607368469238 
7    2.5689601898193359e-05 0.49493151903152466  -0         1.5032267570495605 
8    2.7000904083251953e-05 0.50519508123397827  -0         -0.50330734252929688 
9    0.00022968649864196777 0.51515322923660278  -0         3.490351676940918 
10    0.00062891840934753418 0.52507060766220093  -0         -2.5159671306610107 
11    0.0012452304363250732 0.53526574373245239  -0         3.4775304794311523 
12    0.0020187199115753174 0.54488486051559448  -0         1.4713869094848633 
13    0.0030609071254730225 0.55524063110351562  -0         -0.53523921966552734 
14    0.0042573213577270508 0.56510913372039795  -0         1.4584321975708008 
15    0.0050415098667144775 0.57082444429397583  -0         1.4547595977783203 
16    0.015129595994949341 0.37793165445327759  -0         1.5785045623779297 
17    0.013464003801345825 0.38474935293197632  -0         1.5740365982055664 
18    0.011364936828613281 0.3940010666847229  -0         -0.43200302124023438 
19    0.0093427896499633789 0.40379440784454346  -0         -0.4383692741394043 
20    0.0074701607227325439 0.41389331221580505  -0         3.5550918579101562 
21    0.0058707594871520996 0.42360436916351318  -0         1.5488262176513672 
22    0.005887836217880249 0.57650589942932129  -0         -0.54889726638793945 
23    0.0075073540210723877 0.58631914854049683  -0         -2.5552291870117188 
24    0.0093105435371398926 0.59604096412658691  -0         -0.5615239143371582 
25    0.01131892204284668 0.60578662157058716  -0         3.4321413040161133 
26    0.013488531112670898 0.61535418033599854  -0         1.4258956909179688 
27    0.015142381191253662 0.62211918830871582  -0         -0.57853794097900391 
28    0.024707168340682983 0.34476876258850098  -0         -2.3995161056518555 
29    0.021785169839859009 0.35401856899261475  -0         -2.4056916236877441 
30    0.019062817096710205 0.3632541298866272  -0         1.5881786346435547 
31    0.016450554132461548 0.37279969453811646  -0         -0.4181218147277832 
32    0.016482383012771606 0.62732130289077759  -0         -0.58195781707763672 
33    0.01902434229850769 0.63661044836044312  -0         1.4119110107421875 
34    0.021758288145065308 0.64589333534240723  -0         3.4057502746582031 
35    0.024696469306945801 0.65519845485687256  -0         -0.60046195983886719 
36    0.035342007875442505 0.31535720825195312  -0         1.6203975677490234 
37    0.032043963670730591 0.32388317584991455  -0         1.6145777702331543 
38    0.028797507286071777 0.33276298642158508  -0         3.6085586547851562 
39    0.02569657564163208 0.34177151322364807  -0         1.6024932861328125 
40    0.025716483592987061 0.65828818082809448  -0         -0.60253334045410156 
41    0.028785496950149536 0.66720312833786011  -0         -2.6085357666015625 
42    0.032033681869506836 0.67608952522277832  -0         3.3854408264160156 
43    0.035275101661682129 0.68447434902191162  -0         1.3797178268432617 
44    0.044076532125473022 0.29473480582237244  -0         -0.36534357070922852 
45    0.040445446968078613 0.30299848318099976  -0         -4.3710899353027344 
46    0.036857038736343384 0.31158924102783203  -0         1.6229829788208008 
47    0.036802321672439575 0.68827611207962036  -0         3.3771095275878906 
48    0.040452510118484497 0.69701802730560303  -0         -4.6289215087890625 
49    0.044134050607681274 0.70539289712905884  -0         3.3652544021606445 
50    0.053779184818267822 0.27441859245300293  -0         -4.3510093688964844 
51    0.049845248460769653 0.28237485885620117  -0         3.6433401107788086 
52    0.04594835638999939 0.2906268835067749  -0         -4.3624696731567383 
53    0.045918256044387817 0.70930784940719604  -0         -0.63748455047607422 
54    0.049776822328567505 0.7174835205078125  -0         3.3567600250244141 
55    0.053758233785629272 0.72553998231887817  -0         3.351038932800293 
56    0.064266353845596313 0.25477316975593567  -0         1.6631689071655273 
57    0.060132622718811035 0.2622675895690918  -0         1.6577200889587402 
58    0.055887341499328613 0.27029597759246826  -0         1.6519384384155273 
59    0.055902481079101562 0.72973334789276123  -0         3.3480405807495117 
60    0.060081690549850464 0.73763817548751831  -0         3.3423480987548828 
61    0.064333230257034302 0.7453455924987793  -0         1.3367443084716797 
62    0.075655162334442139 0.23555445671081543  -0         -4.3226079940795898 
63    0.071260690689086914 0.24274018406867981  -0         -2.3279702663421631 
64    0.066697210073471069 0.25050309300422668  -0         -0.33370304107666016 
65    0.066829979419708252 0.74972730875015259  -0         -0.66646623611450195 
66    0.071231424808502197 0.75721096992492676  -0         -2.6719934940338135 
67    0.075688034296035767 0.76449829339981079  -0         -2.677431583404541 
68    0.083160340785980225 0.22387555241584778  -0         -0.31376981735229492 
69    0.078571528196334839 0.23093116283416748  -0         3.6808719635009766 
70    0.078544110059738159 0.76902592182159424  -0         1.3191604614257812 
71    0.083156615495681763 0.77611881494522095  -0         -2.6862258911132812 
72    0.095839858055114746 0.20562851428985596  -0         -4.2996230125427246 
73    0.091089010238647461 0.21226432919502258  -0         -4.3048186302185059 
74    0.086347401142120361 0.21912366151809692  -0         3.6898727416992188 
75    0.086330562829971313 0.78085154294967651  -0         -0.68985366821289062 
76    0.091062307357788086 0.78769767284393311  -0         1.3048481941223145 
77    0.095707148313522339 0.7941892147064209  -0         -4.7002334594726562 
78    0.104225754737854 0.19444680213928223  -0         -0.29072475433349609 
79    0.099224567413330078 0.20103669166564941  -0         -2.2959914207458496 
80    0.099394142627716064 0.79919052124023438  -0         -2.7041890621185303 
81    0.10426467657089233 0.80560362339019775  -0         1.2906842231750488 
82    0.11296027898788452 0.18345576524734497  -0         3.7182130813598633 
83    0.10805165767669678 0.18955433368682861  -0         1.7132291793823242 
84    0.10812237858772278 0.81053489446640015  -0         1.2866983413696289 
85    0.11302193999290466 0.8166196346282959  -0         3.2817249298095703 
86    0.12215295433998108 0.17253762483596802  -0         3.727299690246582 
87    0.11712959408760071 0.1784253716468811  -0         -4.2776274681091309 
88    0.11713969707489014 0.82158666849136353  -0         3.2776174545288086 
89    0.12215980887413025 0.82747030258178711  -0         -0.72730636596679688 
90    0.13191953301429749 0.16159674525260925  -0         -4.2633633613586426 
91    0.12667083740234375 0.16739612817764282  -0         1.7316570281982422 
92    0.12657368183135986 0.83249479532241821  -0         -0.73156404495239258 
93    0.13159474730491638 0.83804965019226074  -0         3.2636690139770508 
94    0.14643388986587524 0.14645931124687195  -0         3.7499885559082031 
95    0.14153826236724854 0.15142408013343811  -0         -2.2544503211975098 
96    0.13647773861885071 0.84329515695571899  -0         -0.74089336395263672 
97    0.14136755466461182 0.8484002947807312  -0         1.2546062469482422 
98    0.15156960487365723 0.14139679074287415  -0         -2.2454204559326172 
