0 600 -85.2677
1 800 -85.2677
2 1000 -76.3277
3 1200 -76.3277
4 1400 -76.3277
5 1600 -76.3277
6 1800 -76.3277
7 2000 -76.3277
8 2200 -76.3277
9 2400 -76.3277
10 2600 -76.3277
11 2800 -76.3277
12 3000 -76.3277
13 3200 -76.3277
14 3400 -76.3277
15 3600 -76.3277
16 3800 -76.3277
17 4000 -76.3277
18 4200 -76.3277
19 4400 -76.3277
20 4600 -76.3277
21 4800 -76.3277
22 5000 -76.3277
23 5200 -76.3277
24 5400 -76.3277
25 5600 -76.3277
26 5800 -70.7405
27 6000 -70.7405
28 6200 -70.7405
29 6400 -70.7405
30 6600 -70.7405
31 6800 -70.7405
32 7000 -70.7405
33 7200 -70.7405
34 7400 -70.7405
35 7600 -70.7405
36 7800 -70.7405
37 8000 -70.7405
38 8200 -63.2892
39 8400 -63.2892
40 8600 -63.2892
41 8800 -63.2892
42 9000 -63.2892
43 9200 -63.2892
44 9400 -63.2892
45 9600 -51.5729
46 9800 -51.5729
47 10000 -51.5729
48 10200 -51.5729
49 10400 -51.5729
50 10600 -51.5729
51 10800 -51.5729
52 11000 -51.5729
53 11200 -51.5729
54 11400 -51.5729
55 11600 -51.5729
56 11800 -51.5729
57 12000 -51.5729
58 12200 -51.5729
59 12400 -51.5729
60 12600 -51.5729
61 12800 -51.5729
62 13000 -51.5729
63 13200 -51.5729
64 13400 -51.5729
65 13600 -51.5729
66 13800 -51.5729
67 14000 -51.5729
68 14200 -51.5729
69 14400 -51.5729
70 14600 -51.5729
71 14800 -51.5729
72 15000 -51.5729
73 15200 -51.5729
74 15400 -51.5729
75 15600 -51.5729
76 15800 -51.5729
77 16000 -51.5729
78 16200 -51.5729
79 16400 -51.5729
80 16600 -51.5729
81 16800 -51.5729
82 17000 -51.5729
83 17200 -51.5729
84 17400 -51.5729
85 17600 -51.5729
86 17800 -51.5729
87 18000 -51.5729
88 18200 -51.5729
89 18400 -51.5729
90 18600 -51.5729
91 18800 -51.5729
92 19000 -51.5729
93 19200 -51.5729
94 19400 -51.5729
95 19600 -51.5729
96 19800 -51.5729
97 20000 -51.5729
98 20200 -51.5729
99 20400 -51.5729
100 20600 -51.5729
101 20800 -51.5729
102 21000 -51.5729
103 21200 -51.5729
104 21400 -51.5729
105 21600 -51.5729
106 21800 -51.5729
107 22000 -51.5729
108 22200 -51.5729
109 22400 -51.5729
110 22600 -51.5729
111 22800 -51.5729
112 23000 -51.5729
113 23200 -51.5729
114 23400 -51.5729
115 23600 -51.5729
116 23800 -51.5729
117 24000 -51.5729
118 24200 -51.5729
119 24400 -51.5729
120 24600 -51.5729
121 24800 -51.5729
122 25000 -51.5729
123 25200 -51.5729
124 25400 -51.5729
125 25600 -51.5729
126 25800 -51.5729
127 26000 -51.5729
128 26200 -51.5729
129 26400 -51.5729
130 26600 -51.5729
131 26800 -51.5729
132 27000 -51.5729
133 27200 -51.5729
134 27400 -51.5729
135 27600 -51.5729
136 27800 -51.5729
137 28000 -51.5729
138 28200 -51.5729
139 28400 -51.5729
140 28600 -51.5729
141 28800 -51.5729
142 29000 -51.5729
143 29200 -51.5729
144 29400 -51.5729
145 29600 -51.5729
146 29800 -51.5729
147 30000 -51.5729
148 30200 -51.5729
149 30400 -51.5729
150 30600 -51.5729
151 30800 -51.5729
152 31000 -51.5729
153 31200 -51.5729
154 31400 -51.5729
155 31600 -51.5729
156 31800 -51.5729
157 32000 -51.5729
158 32200 -51.5729
159 32400 -51.5729
160 32600 -51.5729
161 32800 -51.5729
162 33000 -51.5729
163 33200 -51.5729
164 33400 -51.5729
165 33600 -51.5729
166 33800 -51.5729
167 34000 -51.5729
168 34200 -51.5729
169 34400 -51.5729
170 34600 -51.5729
171 34800 -51.5729
172 35000 -51.5729
173 35200 -51.5729
174 35400 -51.5729
175 35600 -51.5729
176 35800 -51.5729
177 36000 -51.5729
178 36200 -51.5729
179 36400 -51.5729
180 36600 -51.5729
181 36800 -51.5729
182 37000 -51.5729
183 37200 -51.5729
184 37400 -51.5729
185 37600 -51.5729
186 37800 -51.5729
187 38000 -51.5729
188 38200 -51.5729
189 38400 -51.5729
190 38600 -51.5729
191 38800 -51.5729
192 39000 -51.5729
193 39200 -51.5729
194 39400 -51.5729
195 39600 -51.5729
196 39800 -51.5729
197 40000 -51.5729
198 40200 -51.5729
199 40400 -51.5729
200 40600 -51.5729
201 40800 -51.5729
202 41000 -51.5729
203 41200 -51.5729
204 41400 -51.5729
205 41600 -51.5729
206 41800 -51.5729
207 42000 -51.5729
208 42200 -51.5729
209 42400 -51.5729
210 42600 -51.5729
211 42800 -51.5729
212 43000 -51.5729
213 43200 -51.5729
214 43400 -51.5729
215 43600 -51.5729
216 43800 -51.5729
217 44000 -51.5729
218 44200 -51.5729
219 44400 -51.5729
220 44600 -51.5729
221 44800 -51.5729
222 45000 -51.5729
223 45200 -51.5729
224 45400 -51.5729
225 45600 -51.5729
226 45800 -51.5729
227 46000 -51.5729
228 46200 -51.5729
229 46400 -51.5729
230 46600 -51.5729
231 46800 -51.5729
232 47000 -51.5729
233 47200 -51.5729
234 47400 -51.5729
235 47600 -51.5729
236 47800 -51.5729
237 48000 -51.5729
238 48200 -51.5729
239 48400 -51.5729
240 48600 -51.5729
241 48800 -51.5729
242 49000 -51.5729
243 49200 -51.5729
244 49400 -51.5729
245 49600 -51.5729
246 49800 -51.5729
247 50000 -51.5729
248 50200 -51.5729
249 50400 -51.5729
250 50600 -51.5729
251 50800 -51.5729
252 51000 -51.5729
253 51200 -51.5729
254 51400 -51.5729
255 51600 -51.5729
256 51800 -51.5729
257 52000 -51.5729
258 52200 -51.5729
259 52400 -51.5729
260 52600 -51.5729
261 52800 -51.5729
262 53000 -51.5729
263 53200 -51.5729
264 53400 -51.5729
265 53600 -51.5729
266 53800 -51.5729
267 54000 -51.5729
268 54200 -51.5729
269 54400 -51.5729
270 54600 -51.5729
271 54800 -51.5729
272 55000 -51.5729
273 55200 -51.5729
274 55400 -51.5729
275 55600 -51.5729
276 55800 -51.5729
277 56000 -51.5729
278 56200 -51.5729
279 56400 -51.5729
280 56600 -51.5729
281 56800 -51.5729
282 57000 -51.5729
283 57200 -51.5729
284 57400 -51.5729
285 57600 -51.5729
286 57800 -51.5729
287 58000 -51.5729
288 58200 -51.5729
289 58400 -51.5729
290 58600 -51.5729
291 58800 -51.5729
292 59000 -51.5729
293 59200 -43.3697
294 59400 -43.3697
295 59600 -43.3697
296 59800 -43.3697
297 60000 -43.3697
298 60200 -43.3697
299 60400 -43.3697
300 60600 -43.3697
301 60800 -43.3697
302 61000 -43.3697
303 61200 -43.3697
304 61400 -43.3697
305 61600 -43.3697
306 61800 -43.3697
307 62000 -43.3697
308 62200 -43.3697
309 62400 -43.3697
